drug_a,drug_b,cell_line,synergy
Crizotinib,BI-2536,EFM-19,0
Camptothecin,Palbociclib,T84,0
Palbociclib,KU-55933,OCUB-M,0
Bortezomib,RO-3306,Hs-578-T,0
OSI-027,Navitoclax,JIMT-1,0
SB216763,Olaparib,RKO,0
MK-1775,Nilotinib,HCC1428,0
Olaparib,Pictilisib,MDA-MB-175-VII,0
Bortezomib,Sapitinib,HCC1428,0
Sapitinib,Dabrafenib,HCC1187,0
SB216763,Dabrafenib,SW1116,0
Camptothecin,Sapitinib,SNU-1040,0
Navitoclax,Dasatinib,KP-2,1
Bortezomib,Paclitaxel,MDA-MB-415,0
Sapitinib,Olaparib,EVSA-T,0
Bortezomib,Lapatinib,EFM-19,0
AZD4547,Trametinib,T84,0
Taselisib,LGK974,BxPC-3,0
Afatinib,LGK974,SW620,0
Temozolomide,RO-3306,CAMA-1,0
Palbociclib,SB216763,MDA-MB-330,0
Dactolisib,OSI-027,DAN-G,0
Olaparib,KU-55933,UACC-893,0
SB505124,Olaparib,CaR-1,0
Crizotinib,Doramapimod,HCC38,0
Taselisib,Venetoclax,HCC38,0
Navitoclax,AZD7762,ZR-75-30,0
Olaparib,Tozasertib,DU-4475,0
Temozolomide,Taselisib,UACC-812,0
Docetaxel,PD173074,ZR-75-30,0
Dasatinib,Dactolisib,HuP-T3,0
Temozolomide,AZD6482,MDA-MB-436,0
PD173074,Sapitinib,MRK-nu-1,0
Paclitaxel,Taselisib,KP-4,0
Palbociclib,MK-1775,HCC1599,0
AZD8055,AZD7762,COLO-205,0
Olaparib,Trametinib,SNU-81,0
LGK974,MK-1775,SNU-C1,0
MK-1775,Olaparib,PANC-10-05,0
PD173074,Vorinostat,ZR-75-1,0
Irinotecan,Palbociclib,PANC-04-03,0
Trametinib,Paclitaxel,MDA-MB-468,0
Temozolomide,Venetoclax,HCC1599,0
Sapitinib,OSI-027,MDA-MB-231,0
Palbociclib,Wee1 Inhibitor,OCUB-M,0
Olaparib,AZD4547,LS-123,0
Temozolomide,Nilotinib,MDA-MB-231,0
Docetaxel,Ribociclib,CAL-148,0
Vorinostat,Olaparib,OCUB-M,0
Vorinostat,SB216763,COLO-824,0
Temozolomide,KU-55933,HCC1187,0
Lapatinib,JQ1,HCC1569,0
Navitoclax,Trametinib,PANC-04-03,1
Palbociclib,Wee1 Inhibitor,HCC1187,0
Olaparib,Trametinib,C2BBe1,0
AZD8055,Dabrafenib,CCK-81,0
Navitoclax,AZD8055,HCC1806,0
Taselisib,MK-1775,GP5d,0
OSI-027,Venetoclax,MFM-223,0
PD173074,Sapitinib,CAL-148,0
Temozolomide,SB216763,HCC1500,0
Docetaxel,Pictilisib,HCC1395,0
LGK974,Dabrafenib,COLO-320-HSR,0
Olaparib,Pictilisib,HCC1428,0
Palbociclib,AZD4547,MDST8,0
PD173074,Alpelisib,MCF7,0
Afatinib,AZD4547,LS-123,0
Taselisib,AZD4547,SK-CO-1,0
Taselisib,AZD8055,HDQ-P1,0
Lapatinib,Uprosertib,HCC1500,1
Bortezomib,NU7441,HCC1428,0
Sorafenib,AZD7762,CFPAC-1,0
MK-1775,Lapatinib,HDQ-P1,1
MK-1775,JQ1,HDQ-P1,0
AZD4547,AZD8055,LS-180,0
AZD7762,Ribociclib,AU565,0
Trametinib,Olaparib,COLO-824,0
Trametinib,AZD6482,MFM-223,0
Taselisib,Navitoclax,C2BBe1,0
Trametinib,Erlotinib,Hs-766T,0
Palbociclib,LGK974,PSN1,0
LGK974,Sorafenib,PANC-03-27,0
Irinotecan,Olaparib,PA-TU-8988T,0
OSI-027,Crizotinib,MDA-MB-436,0
Navitoclax,KU-55933,MDA-MB-361,0
MK-1775,Taselisib,BT-474,0
Bortezomib,Olaparib,HCC1419,0
Trametinib,Temozolomide,BT-483,0
Taselisib,Dactolisib,PANC-02-03,0
Irinotecan,Sorafenib,AsPC-1,0
OSI-027,Taselisib,HuP-T4,1
AZD8055,SB216763,CCK-81,0
Vorinostat,Venetoclax,BT-549,0
Camptothecin,LGK974,DiFi,0
Crizotinib,BMS-754807,SW837,0
Docetaxel,Bortezomib,MDA-MB-415,0
Lapatinib,AZD7762,OCUB-M,1
Erlotinib,OSI-027,PANC-08-13,0
Palbociclib,MK-1775,SNU-1040,0
Taselisib,Sorafenib,DU-4475,0
Crizotinib,KU-55933,MFM-223,0
Lapatinib,Olaparib,PANC-08-13,0
Pictilisib,AZD7762,MRK-nu-1,0
LGK974,Palbociclib,MZ1-PC,0
Taselisib,BMS-754807,NCI-H508,0
AZD7762,AZD6482,CAL-85-1,0
Olaparib,AZD7762,CAPAN-2,0
PD173074,SB216763,MDA-MB-361,0
Lapatinib,AZD7762,BT-549,0
Olaparib,Docetaxel,HCC1428,0
Navitoclax,Lapatinib,CAPAN-2,1
Pictilisib,Paclitaxel,MDA-MB-175-VII,0
SB505124,AZD8055,LS-123,1
Taselisib,SB216763,HT55,0
Vorinostat,Camptothecin,MDA-MB-415,0
MK-1775,PD173074,HCC1599,0
Paclitaxel,Crizotinib,KP-3,0
Crizotinib,Paclitaxel,YAPC,0
MK-1775,PD173074,HCC1806,0
Palbociclib,SB216763,CCK-81,0
Crizotinib,LGK974,SW1417,0
Navitoclax,LGK974,PA-TU-8902,0
Bortezomib,OSI-027,JIMT-1,0
Navitoclax,Afatinib,HT-29,0
Pictilisib,Wee1 Inhibitor,BT-20,0
Dactolisib,OSI-027,HPAC,0
Navitoclax,Tozasertib,CAMA-1,1
Navitoclax,Doramapimod,EFM-19,1
Palbociclib,SB505124,CaR-1,0
Dasatinib,LGK974,SW1990,0
Bortezomib,BI-2536,HCC1937,0
Palbociclib,MK-1775,HCC1187,0
AZD8055,Olaparib,CaR-1,0
MK-1775,Bortezomib,HCC1143,0
Irinotecan,Erlotinib,KP-4,0
AZD7762,Sapitinib,EFM-192A,0
Paclitaxel,Sorafenib,MZ1-PC,0
OSI-027,Dasatinib,MZ1-PC,0
SB216763,AZD8055,GP5d,0
Bortezomib,MK-1775,MDA-MB-361,0
MK-1775,SB505124,SNU-C5,0
Olaparib,Venetoclax,HCC2157,0
Afatinib,SB505124,LS-513,0
OSI-027,Ribociclib,HCC1419,0
AZD7762,Trametinib,MDA-MB-415,0
Trametinib,Afatinib,ZR-75-1,0
Trametinib,Olaparib,LS-411N,0
Trametinib,Sapitinib,CAMA-1,0
AZD7762,Doramapimod,BT-483,0
Navitoclax,Dabrafenib,ZR-75-1,0
Taselisib,Crizotinib,PANC-10-05,0
MK-1775,Trametinib,HCC1419,0
Docetaxel,Temozolomide,HCC1187,0
Temozolomide,Dabrafenib,CAMA-1,0
Trametinib,Dabrafenib,MCF7,0
OSI-027,Doramapimod,UACC-893,0
Palbociclib,Afatinib,ZR-75-1,0
Dasatinib,AZD7762,DAN-G,0
Bortezomib,MK-1775,MDA-MB-231,0
Sapitinib,Afatinib,EFM-192A,0
PD173074,Wee1 Inhibitor,MDA-MB-468,0
AZD8055,Camptothecin,SNU-C2B,0
LGK974,AZD7762,CW-2,0
Sorafenib,Paclitaxel,KP-1N,0
AZD7762,Vorinostat,CAL-85-1,0
Taselisib,Alpelisib,HCC1187,0
Docetaxel,Navitoclax,OCUB-M,0
Camptothecin,Dabrafenib,LS-513,0
Lapatinib,Navitoclax,HCC1428,0
LGK974,Trametinib,BxPC-3,0
Bortezomib,AZD7762,MDA-MB-453,0
AZD7762,Docetaxel,HCC1419,0
Lapatinib,Palbociclib,MDA-MB-175-VII,1
Palbociclib,Tozasertib,CAL-85-1,0
Navitoclax,Vorinostat,T47D,0
Lapatinib,ZM447439,HCC1428,0
AZD7762,Afatinib,ZR-75-30,0
Bortezomib,AZD8055,DU-4475,0
Sapitinib,Tozasertib,HCC1428,0
Docetaxel,PD173074,MDA-MB-468,0
Camptothecin,Trametinib,LoVo,0
Olaparib,Sapitinib,RCM-1,0
OSI-027,Paclitaxel,HCC2157,0
Trametinib,PD173074,HCC1937,0
Crizotinib,Alisertib,HCC1428,0
AZD4547,Sapitinib,CaR-1,1
AZD7762,Taselisib,NCI-H716,0
Navitoclax,AZD7762,HCC1187,0
Lapatinib,Olaparib,MCF7,0
Dasatinib,Navitoclax,PA-TU-8902,1
Olaparib,AZD7762,ZR-75-1,0
OSI-027,Crizotinib,BT-20,0
Docetaxel,ZM447439,CAL-51,0
Bortezomib,Uprosertib,CAL-85-1,0
Lapatinib,LGK974,BxPC-3,0
Vorinostat,RO-3306,HCC2157,0
SB216763,Taselisib,SNU-C1,0
SB216763,AZD7762,HT-115,0
Trametinib,PD173074,UACC-812,0
Palbociclib,PD173074,T47D,0
Trametinib,SB216763,C2BBe1,0
OSI-027,Trametinib,MCF7,0
OSI-027,AZD6482,Hs-578-T,0
Pictilisib,ZM447439,MFM-223,0
AZD8055,LGK974,NCI-H508,0
Sorafenib,Galunisertib,KP-2,0
Navitoclax,PF-4708671,DU-4475,1
MK-1775,OSI-027,PA-TU-8902,0
Crizotinib,Olaparib,COLO-678,0
Palbociclib,Sapitinib,LS-123,0
Olaparib,Dabrafenib,SW837,0
Crizotinib,Sorafenib,BT-20,0
Taselisib,JQ1,MDA-MB-436,0
Lapatinib,AZD8055,CAL-120,0
Pictilisib,Alisertib,EFM-192A,0
Dabrafenib,Camptothecin,SW1417,0
Galunisertib,Trametinib,PA-TU-8988T,0
Palbociclib,Vorinostat,UACC-893,0
Sapitinib,NU7441,BT-483,0
Sapitinib,PD173074,HCC202,0
SB505124,BMS-754807,CaR-1,0
Pictilisib,Lapatinib,HCC1395,0
AZD8055,Sapitinib,DiFi,0
SB216763,BMS-754807,HCT-116,0
Vorinostat,PD173074,BT-20,0
OSI-027,Lapatinib,HuP-T4,1
PD173074,Nilotinib,HCC2157,0
Temozolomide,SB216763,HCC38,0
SB505124,SB216763,DiFi,0
Pictilisib,KU-55933,ZR-75-1,0
Vorinostat,AZD8055,EFM-19,0
Dabrafenib,Crizotinib,NCI-H747,0
Trametinib,Olaparib,MDA-MB-175-VII,0
Palbociclib,Temozolomide,CAL-148,0
Dactolisib,MK-1775,DAN-G,0
Palbociclib,LGK974,HuP-T4,0
MK-1775,RO-3306,CAL-51,0
OSI-027,Taselisib,MDA-MB-436,0
Lapatinib,Venetoclax,MDA-MB-453,0
Crizotinib,SB216763,SNU-C2B,0
Olaparib,Lapatinib,HCC1806,0
Navitoclax,Tozasertib,MDA-MB-453,0
AZD7762,JQ1,ZR-75-1,0
Olaparib,Bortezomib,MCF7,0
Crizotinib,MK-1775,HCC1569,0
Erlotinib,Dasatinib,HPAC,0
Pictilisib,ZM447439,CAL-85-1,0
OSI-027,Alisertib,T47D,0
PD173074,AZD8055,CAL-85-1,0
Irinotecan,Crizotinib,PANC-02-03,0
Olaparib,AZD7762,MIA-PaCa-2,0
Temozolomide,BI-2536,HCC1428,0
Taselisib,Trametinib,LS-513,0
Crizotinib,Galunisertib,SU8686,0
Lapatinib,Afatinib,Hs-578-T,0
Trametinib,Afatinib,HCC2157,0
Bortezomib,Uprosertib,MDA-MB-436,0
OSI-027,Olaparib,CAPAN-2,0
Trametinib,Ribociclib,EFM-192A,0
BMS-754807,SB216763,C2BBe1,0
Docetaxel,Taselisib,CAL-85-1,0
Erlotinib,Galunisertib,SU8686,0
Paclitaxel,Trametinib,KP-1N,0
Sapitinib,Paclitaxel,CAL-120,0
Pictilisib,AZD7762,MCF7,0
Palbociclib,Doramapimod,MDA-MB-157,0
Taselisib,OSI-027,HCC1599,0
Sorafenib,Olaparib,BxPC-3,0
AZD8055,Taselisib,SW1116,0
Crizotinib,Taselisib,KP-2,0
Trametinib,Paclitaxel,MIA-PaCa-2,0
Dabrafenib,Sapitinib,COLO-320-HSR,0
Crizotinib,AZD7762,SUIT-2,0
Sapitinib,Afatinib,CaR-1,0
Crizotinib,Wee1 Inhibitor,HCC70,0
Trametinib,BMS-754807,DiFi,0
MK-1775,Bortezomib,HCC38,0
Trametinib,Bortezomib,MDA-MB-175-VII,0
Temozolomide,Uprosertib,HDQ-P1,0
Erlotinib,Crizotinib,CAPAN-2,0
Temozolomide,Crizotinib,MDA-MB-157,0
Taselisib,Sapitinib,BT-549,0
Palbociclib,Alpelisib,HCC2157,0
Irinotecan,Dactolisib,SUIT-2,0
Palbociclib,BMS-754807,SNU-407,0
Trametinib,Camptothecin,EFM-19,0
Pictilisib,AZD7762,MDA-MB-330,0
Dasatinib,Lapatinib,PA-TU-8902,0
Sapitinib,SB505124,KM12,0
Trametinib,NU7441,BT-474,0
LGK974,SB216763,T84,0
AZD8055,BMS-754807,MDST8,0
Palbociclib,Navitoclax,DAN-G,0
Afatinib,BMS-754807,SNU-C5,0
Afatinib,Sapitinib,SW620,0
PD173074,OSI-027,Hs-578-T,0
BMS-754807,Palbociclib,CL-11,0
Taselisib,AZD7762,KP-3,0
BMS-754807,Afatinib,LS-180,0
OSI-027,Trametinib,HCC1143,0
AZD8055,Taselisib,RCM-1,0
Olaparib,Nilotinib,HCC1500,0
AZD7762,Paclitaxel,MDA-MB-231,0
Temozolomide,Olaparib,Hs-578-T,0
Olaparib,NU7441,EVSA-T,0
Pictilisib,Olaparib,Hs-578-T,0
Lapatinib,OSI-027,PANC-04-03,0
Navitoclax,Sapitinib,SNU-81,0
Olaparib,ZM447439,HCC1937,0
Crizotinib,Olaparib,HT-29,0
PD173074,Uprosertib,CAL-148,0
Crizotinib,Bortezomib,CAL-120,0
LGK974,SB505124,NCI-H747,0
Trametinib,Crizotinib,MDA-MB-415,0
Galunisertib,Crizotinib,PA-TU-8988T,0
Docetaxel,Navitoclax,AU565,0
Galunisertib,Lapatinib,PSN1,0
Vorinostat,Camptothecin,BT-549,0
AZD4547,Dabrafenib,SNU-81,0
MK-1775,Navitoclax,BT-549,0
Pictilisib,Docetaxel,HCC1599,0
Navitoclax,Trametinib,Hs-578-T,0
Sapitinib,Ribociclib,MDA-MB-415,0
Camptothecin,Olaparib,SW1417,0
Bortezomib,Pictilisib,CAL-51,0
Trametinib,Paclitaxel,CAMA-1,0
AZD7762,PD173074,MDA-MB-330,0
Trametinib,Palbociclib,PSN1,0
Irinotecan,Taselisib,PANC-10-05,0
Navitoclax,Olaparib,MDA-MB-361,0
Camptothecin,Taselisib,CaR-1,0
PD173074,Vorinostat,MDA-MB-415,1
Taselisib,Camptothecin,AU565,0
Palbociclib,Sorafenib,MFM-223,0
SB505124,AZD8055,SNU-C1,0
MK-1775,Tozasertib,MRK-nu-1,0
OSI-027,KU-55933,CAL-51,0
Olaparib,Crizotinib,SU8686,0
Palbociclib,Camptothecin,MRK-nu-1,0
MK-1775,AZD4547,HT-29,0
Temozolomide,PF-4708671,Hs-578-T,0
MK-1775,Olaparib,MDA-MB-231,0
Lapatinib,RO-3306,HCC70,0
OSI-027,Wee1 Inhibitor,HCC1500,0
AZD7762,Palbociclib,JIMT-1,0
Bortezomib,OSI-027,HCC1937,0
MK-1775,Navitoclax,COLO-824,0
Taselisib,Nilotinib,MDA-MB-231,0
Navitoclax,NU7441,MDA-MB-175-VII,1
Sapitinib,Palbociclib,LS-123,0
Pictilisib,Bortezomib,OCUB-M,0
OSI-027,Camptothecin,EFM-19,0
Navitoclax,JQ1,T47D,0
Crizotinib,Doramapimod,MDA-MB-453,0
Lapatinib,Navitoclax,KP-3,0
Pictilisib,Crizotinib,EFM-19,0
Sorafenib,Navitoclax,PL4,0
Bortezomib,Ribociclib,COLO-824,0
Sapitinib,Afatinib,MRK-nu-1,0
AZD7762,Wee1 Inhibitor,MDA-MB-468,0
PD173074,Tozasertib,UACC-893,0
Trametinib,AZD8055,SW948,0
LGK974,Olaparib,MDST8,0
Trametinib,Doramapimod,HCC1187,0
BMS-754807,Trametinib,SNU-81,0
BMS-754807,Olaparib,DiFi,0
PD173074,NU7441,MCF7,0
PD173074,Afatinib,AU565,0
Crizotinib,AZD6482,BT-474,0
Olaparib,Trametinib,BxPC-3,0
OSI-027,PD173074,MCF7,0
Trametinib,PD173074,MDA-MB-468,0
Irinotecan,Crizotinib,MIA-PaCa-2,0
Bortezomib,Lapatinib,HCC1599,0
Crizotinib,MK-1775,HCC1500,0
Camptothecin,Sapitinib,DiFi,0
Navitoclax,JQ1,MFM-223,1
Trametinib,PD173074,HCC70,0
Trametinib,BMS-754807,LS-180,0
Docetaxel,Ribociclib,HCC1569,0
Docetaxel,Venetoclax,BT-483,0
Navitoclax,Ribociclib,UACC-893,0
Erlotinib,Olaparib,CAPAN-1,0
Bortezomib,PD173074,BT-20,0
Navitoclax,Crizotinib,NCI-H508,0
AZD7762,Navitoclax,CL-11,0
Temozolomide,Sapitinib,MDA-MB-231,0
Temozolomide,Sapitinib,MCF7,0
MK-1775,Lapatinib,KP-1N,0
Dasatinib,Taselisib,KP-1N,0
AZD7762,Uprosertib,CAL-120,0
Trametinib,Sapitinib,HCC1599,0
PD173074,Wee1 Inhibitor,EVSA-T,0
PD173074,Paclitaxel,HCC1599,0
Palbociclib,Afatinib,JIMT-1,0
Dabrafenib,SB505124,KM12,0
Dactolisib,Irinotecan,PANC-08-13,0
Afatinib,LGK974,SW48,0
Taselisib,Camptothecin,Hs-578-T,0
AZD4547,Palbociclib,SNU-81,0
Vorinostat,BI-2536,HCC1500,0
Galunisertib,Crizotinib,KP-2,0
PD173074,Vorinostat,UACC-812,0
AZD8055,Crizotinib,SNU-C5,0
Pictilisib,Taselisib,BT-474,0
Palbociclib,Alisertib,BT-20,0
Palbociclib,Lapatinib,HCC1954,0
Lapatinib,SB216763,HDQ-P1,0
Pictilisib,RO-3306,EVSA-T,0
Sapitinib,Doramapimod,AU565,0
Crizotinib,Camptothecin,MRK-nu-1,0
Temozolomide,Camptothecin,DU-4475,0
AZD7762,SB216763,NCI-H716,0
Temozolomide,Sorafenib,HCC70,0
Bortezomib,SB216763,HCC1187,0
AZD7762,Navitoclax,MDA-MB-453,0
AZD7762,Dabrafenib,HCC1395,0
Docetaxel,AZD7762,MCF7,0
Taselisib,AZD7762,AU565,0
Erlotinib,Dactolisib,KP-4,0
Docetaxel,NU7441,HCC1599,0
Irinotecan,LGK974,CAPAN-1,0
Pictilisib,RO-3306,MDA-MB-330,0
SB216763,Olaparib,CW-2,0
Pictilisib,BI-2536,HCC1143,0
Docetaxel,KU-55933,MDA-MB-453,0
Navitoclax,Olaparib,BT-483,0
Vorinostat,Uprosertib,MDA-MB-453,0
Trametinib,Sapitinib,UACC-893,0
Navitoclax,MK-1775,HT55,0
Afatinib,Olaparib,DiFi,0
Trametinib,Olaparib,CAL-120,0
MK-1775,OSI-027,HCC1419,0
Bortezomib,Venetoclax,COLO-824,0
Crizotinib,AZD8055,COLO-205,0
Palbociclib,Pictilisib,MDA-MB-361,0
MK-1775,Olaparib,MDA-MB-453,0
BMS-754807,Crizotinib,MDST8,0
Olaparib,MK-1775,HuP-T4,0
MK-1775,Palbociclib,CW-2,0
Taselisib,Navitoclax,MDA-MB-415,0
Afatinib,Dabrafenib,SW837,0
Trametinib,Olaparib,CCK-81,0
Vorinostat,Crizotinib,CAL-148,0
OSI-027,Crizotinib,CAL-85-1,0
Crizotinib,Camptothecin,GP5d,0
Navitoclax,Vorinostat,CAL-51,0
OSI-027,NU7441,T47D,0
Palbociclib,Trametinib,BxPC-3,0
Crizotinib,JQ1,MCF7,0
Trametinib,Navitoclax,AU565,0
AZD7762,BI-2536,OCUB-M,0
Afatinib,Taselisib,RCM-1,0
Camptothecin,Crizotinib,NCI-H508,0
Navitoclax,Venetoclax,HDQ-P1,0
BMS-754807,Navitoclax,SNU-C2B,0
SB216763,LGK974,CCK-81,0
Lapatinib,Doramapimod,ZR-75-30,1
LGK974,Palbociclib,MDST8,0
Trametinib,Ribociclib,HCC1806,0
Taselisib,Sorafenib,CAL-148,0
Paclitaxel,Sorafenib,KP-3,0
Crizotinib,Trametinib,CAPAN-2,0
Olaparib,JQ1,DU-4475,0
Trametinib,Lapatinib,SUIT-2,1
Olaparib,Temozolomide,MDA-MB-175-VII,0
Sapitinib,Dabrafenib,HT55,0
Sapitinib,Doramapimod,BT-474,0
Vorinostat,PF-4708671,HCC1937,0
Trametinib,Lapatinib,EVSA-T,0
LGK974,MK-1775,HCT-15,0
AZD8055,AZD7762,HT-115,0
Crizotinib,Camptothecin,T84,0
Crizotinib,Taselisib,PSN1,0
Sapitinib,BI-2536,HCC1500,0
Palbociclib,Wee1 Inhibitor,BT-483,0
Erlotinib,Taselisib,HuP-T4,1
Irinotecan,Olaparib,BxPC-3,0
Trametinib,Sapitinib,MDA-MB-157,0
Palbociclib,Irinotecan,HuP-T4,0
MK-1775,Alpelisib,DU-4475,0
Temozolomide,Bortezomib,CAL-51,0
Dasatinib,OSI-027,PANC-02-03,0
BMS-754807,Sapitinib,NCI-H747,1
LGK974,Galunisertib,KP-2,0
Bortezomib,PD173074,MDA-MB-231,0
AZD7762,Taselisib,HCT-15,0
Sapitinib,Camptothecin,LS-513,0
Crizotinib,OSI-027,PANC-10-05,0
Taselisib,ZM447439,MDA-MB-231,0
Pictilisib,RO-3306,MDA-MB-175-VII,0
PD173074,MK-1775,EVSA-T,0
Bortezomib,Crizotinib,JIMT-1,0
Docetaxel,Crizotinib,CAL-85-1,0
Lapatinib,RO-3306,MDA-MB-157,0
Trametinib,AZD6482,HCC1395,0
Bortezomib,PD173074,T47D,0
Crizotinib,Olaparib,BT-20,0
SB505124,AZD8055,SNU-C5,0
Galunisertib,Palbociclib,KP-2,0
MK-1775,Camptothecin,SW948,1
Crizotinib,AZD7762,HCC1954,0
Navitoclax,Trametinib,NCI-H508,0
Sapitinib,Temozolomide,HCC1500,0
Trametinib,Afatinib,HCC1954,0
Crizotinib,Lapatinib,HCC1187,0
Vorinostat,Sorafenib,MRK-nu-1,0
Trametinib,Olaparib,MRK-nu-1,0
Navitoclax,LGK974,NCI-H716,1
Olaparib,BMS-754807,CL-11,0
Taselisib,Doramapimod,CAL-120,0
OSI-027,Sorafenib,UACC-893,0
AZD7762,Ribociclib,HCC1428,0
Trametinib,Afatinib,HCC1599,0
MK-1775,Navitoclax,HCC1143,0
Pictilisib,Navitoclax,HCC38,0
Vorinostat,Pictilisib,MRK-nu-1,0
Palbociclib,Olaparib,RCM-1,0
Sorafenib,MK-1775,Hs-766T,0
AZD7762,SB216763,HCC1428,0
PD173074,Olaparib,HCC70,0
MK-1775,Wee1 Inhibitor,HCC1806,0
PD173074,AZD8055,HCC1395,0
Pictilisib,AZD6482,CAMA-1,0
Temozolomide,Alpelisib,CAL-120,0
AZD7762,Sorafenib,MDA-MB-175-VII,0
Olaparib,MK-1775,MDA-MB-231,0
Lapatinib,Crizotinib,BT-483,0
MK-1775,AZD7762,SNU-C1,1
Sapitinib,AZD7762,HCC2998,0
Navitoclax,AZD6482,MDA-MB-453,0
PD173074,Dabrafenib,BT-483,0
Crizotinib,Ribociclib,ZR-75-1,0
AZD4547,BMS-754807,LS-180,0
Galunisertib,Lapatinib,HuP-T4,0
Vorinostat,Bortezomib,OCUB-M,0
Palbociclib,Olaparib,SW620,0
Sapitinib,Afatinib,MDA-MB-231,0
Lapatinib,Trametinib,HCC1419,0
AZD7762,KU-55933,CAL-85-1,0
Navitoclax,JQ1,CAL-85-1,1
Sapitinib,AZD7762,COLO-678,0
Palbociclib,Navitoclax,SNU-175,0
Lapatinib,Pictilisib,MDA-MB-453,0
Palbociclib,Alisertib,MDA-MB-468,0
AZD7762,Galunisertib,MZ1-PC,0
Sapitinib,AZD8055,HCC1937,0
Docetaxel,Afatinib,MDA-MB-468,0
Camptothecin,Taselisib,SNU-C5,0
AZD7762,Doramapimod,ZR-75-30,0
OSI-027,Uprosertib,HCC70,0
Lapatinib,Camptothecin,HCC1569,0
Vorinostat,Palbociclib,MDA-MB-157,0
Lapatinib,MK-1775,HCC1395,0
Navitoclax,Olaparib,PANC-04-03,0
Olaparib,PD173074,UACC-812,0
Navitoclax,Taselisib,DAN-G,1
MK-1775,Pictilisib,HCC2157,0
PD173074,Navitoclax,UACC-893,0
Temozolomide,PF-4708671,MFM-223,0
Taselisib,Erlotinib,PANC-08-13,0
Trametinib,Paclitaxel,HCC1937,0
Trametinib,AZD7762,PANC-03-27,0
MK-1775,LGK974,KP-3,0
Lapatinib,Bortezomib,HDQ-P1,0
Crizotinib,Olaparib,MDA-MB-453,0
MK-1775,Paclitaxel,MDA-MB-361,0
AZD7762,Taselisib,MDA-MB-157,0
Vorinostat,Docetaxel,COLO-824,0
Palbociclib,Camptothecin,UACC-893,0
Vorinostat,Navitoclax,MDA-MB-453,1
Taselisib,SB216763,HCC1187,0
Lapatinib,Trametinib,CAPAN-2,0
Palbociclib,AZD7762,HCC1143,0
Taselisib,NU7441,CAL-85-1,0
Crizotinib,Sorafenib,MZ1-PC,0
Navitoclax,PD173074,HCC1569,0
Lapatinib,Sapitinib,HCC1599,0
Dactolisib,Navitoclax,SU8686,0
LGK974,Lapatinib,DAN-G,0
Palbociclib,Doramapimod,CAMA-1,0
Trametinib,AZD8055,OCUB-M,0
Olaparib,NU7441,HCC1143,0
Bortezomib,Alisertib,MDA-MB-453,0
LGK974,Navitoclax,HCT-116,0
Navitoclax,BMS-754807,COLO-678,0
Temozolomide,Wee1 Inhibitor,CAMA-1,0
Crizotinib,Palbociclib,ZR-75-1,0
BMS-754807,LGK974,HCT-116,0
PD173074,Taselisib,UACC-893,0
Irinotecan,Taselisib,MIA-PaCa-2,0
LGK974,MK-1775,SW837,0
AZD7762,AZD4547,HT-115,0
Navitoclax,AZD4547,NCI-H508,0
Sapitinib,Palbociclib,MDA-MB-330,0
Dasatinib,Paclitaxel,KP-3,0
MK-1775,Wee1 Inhibitor,EFM-19,0
Trametinib,Dabrafenib,CAMA-1,0
Navitoclax,RO-3306,HCC1500,0
AZD7762,Palbociclib,HCC1428,0
AZD7762,Taselisib,MDA-MB-415,0
Trametinib,Afatinib,SW1417,1
AZD7762,Crizotinib,HuP-T3,0
Dactolisib,Lapatinib,PA-TU-8902,0
Lapatinib,AZD6482,MDA-MB-453,0
Trametinib,AZD8055,SW1116,0
Palbociclib,Sorafenib,DU-4475,0
Navitoclax,PD173074,HCC1428,0
Sorafenib,Dasatinib,Hs-766T,0
Crizotinib,Bortezomib,MDA-MB-361,0
Camptothecin,SB505124,SNU-C5,0
AZD7762,Ribociclib,HCC1419,0
Pictilisib,BI-2536,MDA-MB-175-VII,0
Taselisib,PD173074,Hs-578-T,1
Trametinib,Dabrafenib,SW620,0
Palbociclib,LGK974,LS-411N,0
Olaparib,JQ1,CAL-85-1,0
Camptothecin,Sapitinib,GP5d,0
Palbociclib,AZD6482,CAL-51,0
OSI-027,Camptothecin,MDA-MB-231,0
Olaparib,MK-1775,RCM-1,0
Docetaxel,Bortezomib,MDA-MB-436,0
Bortezomib,Nilotinib,MCF7,0
Lapatinib,JQ1,HCC1954,0
Navitoclax,Olaparib,HCC1806,0
Vorinostat,Taselisib,CAL-148,1
Vorinostat,Ribociclib,MDA-MB-453,0
Palbociclib,BI-2536,MDA-MB-453,0
Temozolomide,Pictilisib,MFM-223,0
Sapitinib,KU-55933,HCC1500,0
Pictilisib,Trametinib,CAL-120,1
SB505124,Olaparib,NCI-H508,0
Palbociclib,Camptothecin,NCI-H747,0
Docetaxel,Tozasertib,BT-483,0
AZD7762,Bortezomib,BT-20,0
Vorinostat,Wee1 Inhibitor,DU-4475,0
Trametinib,Paclitaxel,HCC1599,0
Paclitaxel,Crizotinib,CFPAC-1,0
Taselisib,Afatinib,BT-20,1
Taselisib,Crizotinib,CL-11,0
PD173074,AZD7762,HDQ-P1,0
AZD7762,Ribociclib,COLO-824,0
Galunisertib,OSI-027,DAN-G,0
Vorinostat,NU7441,MDA-MB-361,0
PD173074,Wee1 Inhibitor,CAL-148,0
Sapitinib,AZD7762,MDA-MB-468,0
